"Year","Sex of child","Birth order","Citizenship of mother","Marital status of mother","Age class of mother","Less than 20 years","20-24 years","25-29 years","30-34 years","35-39 years","40-44 years","45-49 years","50-59 years","60-69 years","70 years or more","Unknown"
"2012","Girl","First child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","First child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","First child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Second child","Citizenship of mother - total","Married","Less than 20 years",0,2,2,1,1,0,0,0,0,0,0
"2012","Girl","Second child","Citizenship of mother - total","Married","20-24 years",1,78,279,123,26,9,2,0,0,0,0
"2012","Girl","Second child","Citizenship of mother - total","Married","25-29 years",0,38,949,1239,366,142,41,12,1,0,0
"2012","Girl","Second child","Citizenship of mother - total","Married","30-34 years",0,3,210,2253,1835,528,139,54,2,1,0
"2012","Girl","Second child","Citizenship of mother - total","Married","35-39 years",0,0,29,422,1656,931,244,73,7,1,0
"2012","Girl","Second child","Citizenship of mother - total","Married","40-44 years",0,0,3,34,171,321,124,45,2,3,0
"2012","Girl","Second child","Citizenship of mother - total","Married","45-49 years",0,0,0,1,3,9,15,5,0,0,0
"2012","Girl","Second child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,3,0,0,0
"2012","Girl","Second child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Second child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Second child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Second child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Second child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Second child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Second child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Second child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Third child","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Third child","Citizenship of mother - total","Married","20-24 years",0,9,31,9,6,0,0,0,0,0,0
"2012","Girl","Third child","Citizenship of mother - total","Married","25-29 years",0,5,132,294,108,31,14,9,0,0,0
"2012","Girl","Third child","Citizenship of mother - total","Married","30-34 years",0,1,38,618,601,176,39,21,1,0,0
"2012","Girl","Third child","Citizenship of mother - total","Married","35-39 years",0,0,3,105,648,407,95,26,5,0,0
"2012","Girl","Third child","Citizenship of mother - total","Married","40-44 years",0,0,0,6,65,142,66,12,1,1,0
"2012","Girl","Third child","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,5,8,1,1,0,0
"2012","Girl","Third child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Third child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Third child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Third child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Third child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Third child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Third child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Third child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Third child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Fourth child or more","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Fourth child or more","Citizenship of mother - total","Married","20-24 years",0,0,2,0,0,1,0,0,0,0,0
"2012","Girl","Fourth child or more","Citizenship of mother - total","Married","25-29 years",0,0,17,49,20,4,4,1,0,0,0
"2012","Girl","Fourth child or more","Citizenship of mother - total","Married","30-34 years",0,0,6,120,155,59,24,10,1,2,0
"2012","Girl","Fourth child or more","Citizenship of mother - total","Married","35-39 years",0,0,0,25,200,132,50,13,2,0,0
"2012","Girl","Fourth child or more","Citizenship of mother - total","Married","40-44 years",0,0,0,1,21,57,53,12,1,0,0
"2012","Girl","Fourth child or more","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,6,2,5,0,0,0
"2012","Girl","Fourth child or more","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Fourth child or more","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Fourth child or more","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Fourth child or more","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Fourth child or more","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Fourth child or more","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Fourth child or more","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Fourth child or more","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Fourth child or more","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Mother not married","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Mother not married","Citizenship of mother - total","Married","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Mother not married","Citizenship of mother - total","Married","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Mother not married","Citizenship of mother - total","Married","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Mother not married","Citizenship of mother - total","Married","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Mother not married","Citizenship of mother - total","Married","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Mother not married","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Mother not married","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2012","Girl","Mother not married","Citizenship of mother - total","Other","Less than 20 years",38,60,26,8,4,1,0,0,0,0,41
"2012","Girl","Mother not married","Citizenship of mother - total","Other","20-24 years",23,277,308,142,48,16,7,3,0,0,121
"2012","Girl","Mother not married","Citizenship of mother - total","Other","25-29 years",1,90,620,620,234,79,40,10,1,0,154
"2012","Girl","Mother not married","Citizenship of mother - total","Other","30-34 years",0,23,221,1054,779,298,104,30,4,0,131
"2012","Girl","Mother not married","Citizenship of mother - total","Other","35-39 years",0,4,57,301,724,488,178,59,5,0,83
"2012","Girl","Mother not married","Citizenship of mother - total","Other","40-44 years",0,1,15,54,104,197,95,48,2,0,45
"2012","Girl","Mother not married","Citizenship of mother - total","Other","45-49 years",0,0,0,0,4,5,11,4,1,0,7
"2012","Girl","Mother not married","Citizenship of mother - total","Other","50 years or more",0,0,0,0,1,0,1,0,0,0,0
"2013","Boy","First child","Citizenship of mother - total","Married","Less than 20 years",0,22,15,5,1,0,0,0,0,0,0
"2013","Boy","First child","Citizenship of mother - total","Married","20-24 years",4,387,832,249,65,21,7,4,0,0,0
"2013","Boy","First child","Citizenship of mother - total","Married","25-29 years",0,115,1755,1832,560,154,55,27,3,0,0
"2013","Boy","First child","Citizenship of mother - total","Married","30-34 years",0,20,506,2723,1800,520,141,75,5,1,0
"2013","Boy","First child","Citizenship of mother - total","Married","35-39 years",0,3,69,479,1112,671,194,77,19,3,0
"2013","Boy","First child","Citizenship of mother - total","Married","40-44 years",0,1,9,37,129,222,111,52,9,1,0
"2013","Boy","First child","Citizenship of mother - total","Married","45-49 years",0,0,0,5,9,14,17,15,1,0,0
"2013","Boy","First child","Citizenship of mother - total","Married","50 years or more",0,0,0,1,0,3,1,2,0,0,0
"2013","Boy","First child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","First child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","First child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","First child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","First child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","First child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","First child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","First child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Second child","Citizenship of mother - total","Married","Less than 20 years",0,1,0,0,1,0,0,0,0,0,0
"2013","Boy","Second child","Citizenship of mother - total","Married","20-24 years",1,89,307,130,33,7,3,2,0,0,0
"2013","Boy","Second child","Citizenship of mother - total","Married","25-29 years",0,35,1022,1357,401,114,36,11,2,0,0
"2013","Boy","Second child","Citizenship of mother - total","Married","30-34 years",0,4,228,2433,1968,590,135,48,3,1,0
"2013","Boy","Second child","Citizenship of mother - total","Married","35-39 years",0,2,44,520,1714,968,258,68,14,1,0
"2013","Boy","Second child","Citizenship of mother - total","Married","40-44 years",0,0,6,33,171,328,179,50,4,0,0
"2013","Boy","Second child","Citizenship of mother - total","Married","45-49 years",0,0,0,1,3,10,16,10,0,0,0
"2013","Boy","Second child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,2,2,2,0,0,0
"2013","Boy","Second child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Second child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Second child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Second child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Second child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Second child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Second child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Second child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Third child","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Third child","Citizenship of mother - total","Married","20-24 years",0,8,24,6,4,2,0,0,0,0,0
"2013","Boy","Third child","Citizenship of mother - total","Married","25-29 years",0,5,173,327,110,37,11,6,0,0,0
"2013","Boy","Third child","Citizenship of mother - total","Married","30-34 years",0,0,40,606,655,204,51,11,1,0,0
"2013","Boy","Third child","Citizenship of mother - total","Married","35-39 years",0,0,6,129,652,430,99,23,5,1,0
"2013","Boy","Third child","Citizenship of mother - total","Married","40-44 years",0,0,0,3,53,152,82,24,1,0,0
"2013","Boy","Third child","Citizenship of mother - total","Married","45-49 years",0,0,0,0,2,4,6,2,0,0,0
"2013","Boy","Third child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Third child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Third child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Third child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Third child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Third child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Third child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Third child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Third child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Fourth child or more","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Fourth child or more","Citizenship of mother - total","Married","20-24 years",0,2,2,1,0,0,0,0,0,0,0
"2013","Boy","Fourth child or more","Citizenship of mother - total","Married","25-29 years",0,0,21,56,29,13,1,2,0,0,0
"2013","Boy","Fourth child or more","Citizenship of mother - total","Married","30-34 years",0,0,7,126,149,59,11,4,1,0,0
"2013","Boy","Fourth child or more","Citizenship of mother - total","Married","35-39 years",0,0,0,23,191,150,49,15,2,0,0
"2013","Boy","Fourth child or more","Citizenship of mother - total","Married","40-44 years",0,0,0,3,19,57,33,6,0,0,0
"2013","Boy","Fourth child or more","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,3,2,4,0,0,0
"2013","Boy","Fourth child or more","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,1,0,0,0
"2013","Boy","Fourth child or more","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Fourth child or more","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Fourth child or more","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Fourth child or more","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Fourth child or more","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Fourth child or more","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Fourth child or more","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Fourth child or more","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Mother not married","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Mother not married","Citizenship of mother - total","Married","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Mother not married","Citizenship of mother - total","Married","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Mother not married","Citizenship of mother - total","Married","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Mother not married","Citizenship of mother - total","Married","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Mother not married","Citizenship of mother - total","Married","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Mother not married","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Mother not married","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2013","Boy","Mother not married","Citizenship of mother - total","Other","Less than 20 years",43,67,20,9,3,1,0,0,0,0,38
"2013","Boy","Mother not married","Citizenship of mother - total","Other","20-24 years",18,296,365,149,46,14,4,3,0,0,137
"2013","Boy","Mother not married","Citizenship of mother - total","Other","25-29 years",1,100,665,698,267,91,28,15,0,0,194
"2013","Boy","Mother not married","Citizenship of mother - total","Other","30-34 years",0,28,296,1163,888,315,113,42,0,0,179
"2013","Boy","Mother not married","Citizenship of mother - total","Other","35-39 years",0,8,83,361,766,521,175,63,1,0,132
"2013","Boy","Mother not married","Citizenship of mother - total","Other","40-44 years",0,1,14,44,139,193,111,48,6,0,46
"2013","Boy","Mother not married","Citizenship of mother - total","Other","45-49 years",0,0,1,0,3,7,16,7,1,0,12
"2013","Boy","Mother not married","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,1,0,0,0,4
"2013","Girl","First child","Citizenship of mother - total","Married","Less than 20 years",2,23,21,6,0,2,1,0,0,0,0
"2013","Girl","First child","Citizenship of mother - total","Married","20-24 years",2,370,723,277,76,16,7,6,0,0,0
"2013","Girl","First child","Citizenship of mother - total","Married","25-29 years",0,102,1580,1787,508,127,45,24,7,0,0
"2013","Girl","First child","Citizenship of mother - total","Married","30-34 years",0,27,441,2579,1677,470,127,56,11,1,0
"2013","Girl","First child","Citizenship of mother - total","Married","35-39 years",0,13,70,468,1116,636,158,82,12,0,0
"2013","Girl","First child","Citizenship of mother - total","Married","40-44 years",0,2,11,35,116,234,135,63,7,0,0
"2013","Girl","First child","Citizenship of mother - total","Married","45-49 years",0,0,2,1,7,12,15,11,5,0,0
"2013","Girl","First child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,1,1,3,2,0,0,0
"2013","Girl","First child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","First child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","First child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","First child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","First child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","First child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","First child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","First child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Second child","Citizenship of mother - total","Married","Less than 20 years",0,1,0,1,0,0,0,0,0,0,0
"2013","Girl","Second child","Citizenship of mother - total","Married","20-24 years",0,70,278,124,38,10,1,2,0,0,0
"2013","Girl","Second child","Citizenship of mother - total","Married","25-29 years",0,41,896,1249,402,124,33,14,1,0,0
"2013","Girl","Second child","Citizenship of mother - total","Married","30-34 years",0,9,236,2321,1840,523,129,45,5,1,0
"2013","Girl","Second child","Citizenship of mother - total","Married","35-39 years",0,1,29,483,1719,927,241,67,2,0,0
"2013","Girl","Second child","Citizenship of mother - total","Married","40-44 years",0,0,5,25,166,323,154,59,5,1,0
"2013","Girl","Second child","Citizenship of mother - total","Married","45-49 years",0,0,0,0,10,10,11,9,2,0,0
"2013","Girl","Second child","Citizenship of mother - total","Married","50 years or more",0,0,0,1,0,0,0,1,0,0,0
"2013","Girl","Second child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Second child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Second child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Second child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Second child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Second child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Second child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Second child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Third child","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Third child","Citizenship of mother - total","Married","20-24 years",0,11,32,14,4,2,0,0,0,0,0
"2013","Girl","Third child","Citizenship of mother - total","Married","25-29 years",0,6,175,312,96,39,11,4,0,0,0
"2013","Girl","Third child","Citizenship of mother - total","Married","30-34 years",0,0,39,618,548,182,57,18,2,0,0
"2013","Girl","Third child","Citizenship of mother - total","Married","35-39 years",0,0,3,104,665,411,101,30,1,0,0
"2013","Girl","Third child","Citizenship of mother - total","Married","40-44 years",0,0,1,8,56,140,66,15,1,0,0
"2013","Girl","Third child","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,2,5,3,0,0,0
"2013","Girl","Third child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,1,0,0,0
"2013","Girl","Third child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Third child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Third child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Third child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Third child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Third child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Third child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Third child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Fourth child or more","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Fourth child or more","Citizenship of mother - total","Married","20-24 years",0,0,0,1,0,0,0,0,0,0,0
"2013","Girl","Fourth child or more","Citizenship of mother - total","Married","25-29 years",0,0,31,37,14,6,1,1,0,0,0
"2013","Girl","Fourth child or more","Citizenship of mother - total","Married","30-34 years",0,0,6,116,143,48,17,4,0,0,0
"2013","Girl","Fourth child or more","Citizenship of mother - total","Married","35-39 years",0,0,1,26,179,143,53,14,0,0,0
"2013","Girl","Fourth child or more","Citizenship of mother - total","Married","40-44 years",0,0,0,2,17,68,45,9,1,0,0
"2013","Girl","Fourth child or more","Citizenship of mother - total","Married","45-49 years",0,0,0,0,1,1,4,2,0,0,0
"2013","Girl","Fourth child or more","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,1,0,0,0
"2013","Girl","Fourth child or more","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Fourth child or more","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Fourth child or more","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Fourth child or more","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Fourth child or more","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Fourth child or more","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Fourth child or more","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Fourth child or more","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Mother not married","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Mother not married","Citizenship of mother - total","Married","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Mother not married","Citizenship of mother - total","Married","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Mother not married","Citizenship of mother - total","Married","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Mother not married","Citizenship of mother - total","Married","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Mother not married","Citizenship of mother - total","Married","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Mother not married","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Mother not married","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2013","Girl","Mother not married","Citizenship of mother - total","Other","Less than 20 years",26,63,18,8,2,0,0,0,0,0,46
"2013","Girl","Mother not married","Citizenship of mother - total","Other","20-24 years",11,265,361,113,45,20,10,4,1,0,143
"2013","Girl","Mother not married","Citizenship of mother - total","Other","25-29 years",1,91,668,661,246,82,33,18,2,0,173
"2013","Girl","Mother not married","Citizenship of mother - total","Other","30-34 years",1,27,241,1105,745,281,82,38,1,0,133
"2013","Girl","Mother not married","Citizenship of mother - total","Other","35-39 years",0,7,68,340,753,462,166,70,10,0,103
"2013","Girl","Mother not married","Citizenship of mother - total","Other","40-44 years",0,3,12,58,135,191,107,46,7,0,45
"2013","Girl","Mother not married","Citizenship of mother - total","Other","45-49 years",0,1,1,1,7,6,14,7,2,0,9
"2013","Girl","Mother not married","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,1,0,0,0,0
"2014","Boy","First child","Citizenship of mother - total","Married","Less than 20 years",2,24,14,5,2,1,0,0,0,0,0
"2014","Boy","First child","Citizenship of mother - total","Married","20-24 years",2,378,793,268,77,20,10,5,0,0,0
"2014","Boy","First child","Citizenship of mother - total","Married","25-29 years",0,96,1708,1880,550,175,48,25,2,0,0
"2014","Boy","First child","Citizenship of mother - total","Married","30-34 years",0,24,485,2989,1865,515,155,66,6,0,0
"2014","Boy","First child","Citizenship of mother - total","Married","35-39 years",0,6,67,504,1173,664,227,109,19,2,0
"2014","Boy","First child","Citizenship of mother - total","Married","40-44 years",0,3,14,46,139,211,135,63,6,1,0
"2014","Boy","First child","Citizenship of mother - total","Married","45-49 years",0,0,2,1,6,12,27,14,0,0,0
"2014","Boy","First child","Citizenship of mother - total","Married","50 years or more",0,0,1,1,0,0,1,0,1,1,0
"2014","Boy","First child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2014","Boy","First child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2014","Boy","First child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2014","Boy","First child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2014","Boy","First child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2014","Boy","First child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2014","Boy","First child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2014","Boy","First child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2014","Boy","Second child","Citizenship of mother - total","Married","Less than 20 years",0,3,3,0,0,0,0,0,0,0,0
"2014","Boy","Second child","Citizenship of mother - total","Married","20-24 years",0,90,299,110,25,9,9,1,0,0,0
"2014","Boy","Second child","Citizenship of mother - total","Married","25-29 years",0,28,998,1354,410,128,25,9,2,0,0
"2014","Boy","Second child","Citizenship of mother - total","Married","30-34 years",0,4,242,2452,1909,599,163,50,5,0,0
"2014","Boy","Second child","Citizenship of mother - total","Married","35-39 years",0,0,40,481,1863,1050,274,83,12,0,0
"2014","Boy","Second child","Citizenship of mother - total","Married","40-44 years",0,0,3,48,181,318,164,57,5,0,0
"2014","Boy","Second child","Citizenship of mother - total","Married","45-49 years",0,0,0,0,3,10,14,12,1,0,0
"2014","Boy","Second child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,1,1,0,0
